df_index,open    ,high    ,close   ,low     ,volume     ,price_change,p_change,ma5      ,ma10     ,ma20     ,v_ma5       ,v_ma10      ,v_ma20      ,macd               ,dea                 ,hist                ,date      ,value
162     ,7813.63 ,7823.6  ,7698.02 ,7692.34 ,209202176.0,-54.02      ,-0.7    ,7789.586 ,7620.074 ,7542.063 ,234870412.8 ,213294456.0 ,201538660.0 ,-70.23692914504772 ,-134.82649023203382 ,64.5895610869861    ,2018-11-08,11326.27
163     ,7650.17 ,7705.26 ,7648.55 ,7626.17 ,193795520.0,-49.47      ,-0.64   ,7745.788 ,7634.457 ,7546.576 ,219969590.4 ,214238308.8 ,200724222.4 ,-66.48983746250542 ,-121.15915967812813 ,54.669322215622714  ,2018-11-09,11326.27
164     ,7634.82 ,7832.82 ,7832.29 ,7622.47 ,249652880.0,183.74      ,2.4     ,7744.43  ,7685.462 ,7565.967 ,217942790.4 ,223692188.8 ,205331472.0 ,-48.139040988005945,-106.5551359401037  ,58.41609495209775   ,2018-11-12,11326.27
165     ,7733.11 ,8008.11 ,7963.66 ,7718.68 ,353815392.0,131.37      ,1.68    ,7778.912 ,7744.305 ,7599.201 ,246621296.0 ,240187961.6 ,215138988.8 ,-22.733385163392995,-89.79078578476155  ,67.05740062136856   ,2018-11-13,11326.27
166     ,7942.08 ,7990.45 ,7908.55 ,7894.21 ,314971616.0,-55.11      ,-0.69   ,7810.214 ,7786.877 ,7626.368 ,264287516.8 ,252237291.2 ,222322562.4 ,-6.965838461335807 ,-73.2257963200764   ,66.25995785874059   ,2018-11-14,11326.27
167     ,7889.92 ,8002.1  ,8002.1  ,7884.34 ,281944320.0,93.55       ,1.18    ,7871.03  ,7830.308 ,7667.098 ,278835945.6 ,256853179.2 ,228297111.2 ,12.929713381715374 ,-55.99469437971804  ,68.92440776143341   ,2018-11-15,11326.27
168     ,8003.47 ,8116.73 ,8062.29 ,7959.14 ,317727584.0,60.19       ,0.75    ,7953.778 ,7849.783 ,7700.826 ,303622358.4 ,261795974.4 ,234943773.6 ,33.171530770069694 ,-38.16144934976049  ,71.33298011983018   ,2018-11-16,11326.27
169     ,8050.55 ,8108.85 ,8108.85 ,8014.57 ,295374976.0,46.56       ,0.58    ,8009.09  ,7876.76  ,7718.827 ,312766777.6 ,265354784.0 ,236818376.0 ,52.366669398893464 ,-20.055825600029696 ,72.42249499892316   ,2018-11-19,11326.27
170     ,8031.36 ,8054.24 ,7879.52 ,7870.41 ,285221216.0,-229.33     ,-2.83   ,7992.262 ,7885.587 ,7734.054 ,299047942.4 ,272834619.2 ,240016077.6 ,48.51469345966507  ,-6.341721788090743  ,54.85641524775581   ,2018-11-20,11326.27
171     ,7786.78 ,7919.07 ,7908.47 ,7776.56 ,241088352.0,28.95       ,0.37    ,7992.246 ,7901.23  ,7752.222 ,284271289.6 ,274279403.2 ,242911990.4 ,47.253291302609796 ,4.377280830049367   ,42.87601047256043   ,2018-11-21,11326.27
172     ,7929.79 ,7950.97 ,7893.99 ,7857.81 ,224810816.0,-14.48      ,-0.18   ,7970.624 ,7920.827 ,7770.451 ,272844588.8 ,275840267.2 ,244567361.6 ,44.57141449805022  ,12.416107563649538  ,32.15530693440068   ,2018-11-22,11326.27
173     ,7882.85 ,7889.13 ,7636.7  ,7616.47 ,263332912.0,-257.29     ,-3.26   ,7885.506 ,7919.642 ,7777.05  ,261965654.4 ,282794006.4 ,248516157.6 ,21.437734215296587 ,14.220432893978948  ,7.217301321317638   ,2018-11-23,11326.27
174     ,7627.4  ,7682.2  ,7615.91 ,7586.6  ,178770560.0,-20.79      ,-0.27   ,7786.918 ,7898.004 ,7791.733 ,238644771.2 ,275705774.4 ,249698981.6 ,1.4102897292041234 ,11.658404261023984  ,-10.24811453181986  ,2018-11-26,11326.27
175     ,7657.8  ,7682.76 ,7635.16 ,7589.0  ,180528496.0,19.25       ,0.25    ,7738.046 ,7865.154 ,7804.73  ,217706227.2 ,258377084.8 ,249282523.2 ,-12.761187172766768,6.774485974265834   ,-19.5356731470326   ,2018-11-27,11326.27
176     ,7633.37 ,7757.07 ,7757.07 ,7572.65 ,217484848.0,121.91      ,1.6     ,7707.766 ,7850.006 ,7818.442 ,212985526.4 ,248628408.0 ,250432849.6 ,-13.99375526208678 ,2.620837726995311   ,-16.61459298908209  ,2018-11-28,11326.27
177     ,7800.57 ,7820.45 ,7597.01 ,7597.01 ,217859136.0,-160.06     ,-2.06   ,7648.37  ,7809.497 ,7819.903 ,211595190.4 ,242219889.6 ,249536534.4 ,-27.568288605432826,-3.416987539490317  ,-24.15130106594251  ,2018-11-29,11326.27
178     ,7583.84 ,7688.88 ,7681.75 ,7537.92 ,187016048.0,84.74       ,1.11    ,7657.38  ,7771.443 ,7810.613 ,196331817.6 ,229148736.0 ,245472355.2 ,-31.12955218092702 ,-8.959500467777659  ,-22.170051713149363 ,2018-11-30,11326.27
179     ,7901.83 ,7968.09 ,7938.47 ,7835.23 ,265804512.0,256.72      ,3.34    ,7721.892 ,7754.405 ,7815.583 ,213738608.0 ,226191689.6 ,245773236.8 ,-13.085874900405543,-9.784775354303235  ,-3.301099546102307  ,2018-12-03,11326.27
180     ,7916.55 ,7954.31 ,7953.72 ,7890.66 ,223747648.0,15.25       ,0.19    ,7785.604 ,7761.825 ,7823.706 ,222382438.4 ,220044332.8 ,246439476.0 ,2.4165602897510325 ,-7.3445082254923815 ,9.761068515243414   ,2018-12-04,11326.27
181     ,7825.12 ,7972.98 ,7928.51 ,7808.74 ,224383040.0,-25.21      ,-0.32   ,7819.892 ,7763.829 ,7832.53  ,223762076.8 ,218373801.6 ,246326602.4 ,12.523749566486003 ,-3.370856667096704  ,15.894606233582707  ,2018-12-05,11326.27
182     ,7854.59 ,7872.45 ,7735.05 ,7725.99 ,208415904.0,-193.46     ,-2.44   ,7847.5   ,7747.935 ,7834.381 ,221873430.4 ,216734310.4 ,246287288.8 ,4.867060258327001  ,-1.723273282011963  ,6.590333540338964   ,2018-12-06,11326.27
183     ,7741.73 ,7765.14 ,7733.89 ,7712.27 ,166896832.0,-1.16       ,-0.01   ,7857.928 ,7757.654 ,7838.648 ,217849587.2 ,207090702.4 ,244942354.4 ,-1.2797710829181597,-1.6345728421932022 ,0.35480175927504254 ,2018-12-07,11326.27
184     ,7663.26 ,7698.53 ,7624.86 ,7606.0  ,166805872.0,-109.03     ,-1.41   ,7795.206 ,7758.549 ,7828.277 ,198049859.2 ,205894233.6 ,240800004.0 ,-14.778630155597966,-4.263384304874155  ,-10.515245850723812 ,2018-12-10,11326.27
185     ,7642.16 ,7685.4  ,7685.4  ,7628.15 ,159567344.0,60.54       ,0.79    ,7741.542 ,7763.573 ,7814.364 ,185213798.4 ,203798118.4 ,231087601.6 ,-20.35684019652308 ,-7.48207548320394   ,-12.874764713319141 ,2018-12-11,11326.27
186     ,7721.82 ,7737.24 ,7698.02 ,7675.26 ,161508624.0,12.62       ,0.16    ,7695.444 ,7757.668 ,7803.837 ,172638915.2 ,198200496.0 ,223414452.0 ,-23.48852224913935 ,-10.683364836391021 ,-12.80515741274833  ,2018-12-12,11326.27
187     ,7717.47 ,7849.66 ,7808.04 ,7679.02 ,196499952.0,110.02      ,1.43    ,7710.042 ,7778.771 ,7794.134 ,170255724.8 ,196064577.6 ,219142233.6 ,-16.89791961515857 ,-11.926275792144532 ,-4.971643823014039  ,2018-12-13,11326.27
188     ,7785.29 ,7792.74 ,7629.65 ,7624.72 ,198374176.0,-178.39     ,-2.29   ,7689.194 ,7773.561 ,7772.502 ,176551193.6 ,197200390.4 ,213174563.2 ,-25.772314478960652,-14.695483529507756 ,-11.076830949452896 ,2018-12-14,11326.27
189     ,7599.01 ,7618.68 ,7592.65 ,7515.46 ,158891072.0,-37.0       ,-0.48   ,7682.752 ,7738.979 ,7746.692 ,174968233.6 ,186509046.4 ,206350368.0 ,-35.383053309815296,-18.832997485569265 ,-16.55005582424603  ,2018-12-17,11326.27
190     ,7540.96 ,7609.39 ,7530.32 ,7473.45 ,155100976.0,-62.33      ,-0.82   ,7651.736 ,7696.639 ,7729.232 ,174074960.0 ,179644379.2 ,199844356.0 ,-47.48180249854977 ,-24.562758488165365 ,-22.919044010384404 ,2018-12-18,11326.27
191     ,7541.5  ,7548.72 ,7418.69 ,7407.46 ,145332896.0,-111.63     ,-1.48   ,7595.87  ,7645.657 ,7704.743 ,170839814.4 ,171739364.8 ,195056583.2 ,-65.32473360085078 ,-32.71515351070245  ,-32.60958009014833  ,2018-12-19,11326.27
192     ,7402.2  ,7445.05 ,7426.44 ,7363.77 ,152721232.0,7.75        ,0.1     ,7519.55  ,7614.796 ,7681.366 ,162084070.4 ,166169897.6 ,191452104.0 ,-77.94156299894075 ,-41.76043540835011  ,-36.18112759059064  ,2018-12-20,11326.27
193     ,7399.15 ,7405.27 ,7337.6  ,7283.76 ,159820128.0,-88.84      ,-1.2    ,7461.14  ,7575.167 ,7666.411 ,154373260.8 ,165462227.2 ,186276464.8 ,-94.0252719233813  ,-52.21340271135635  ,-41.811869212024945 ,2018-12-21,11326.27
194     ,7315.26 ,7393.71 ,7392.56 ,7293.15 ,143034688.0,54.96       ,0.75    ,7421.122 ,7551.937 ,7655.243 ,151201984.0 ,163085108.8 ,184489671.2 ,-101.17068179952912,-62.00485852899091  ,-39.16582327053821  ,2018-12-24,11326.27
195     ,7308.61 ,7362.07 ,7332.35 ,7180.08 ,195489952.0,-60.21      ,-0.81   ,7381.528 ,7516.632 ,7640.103 ,159279779.2 ,166677369.6 ,185237744.0 ,-110.41907208084649,-71.68770123936203  ,-38.73137084148446  ,2018-12-25,11326.27
196     ,7323.99 ,7369.84 ,7289.55 ,7277.56 ,159524912.0,-42.8       ,-0.58   ,7355.7   ,7475.785 ,7616.727 ,162118182.4 ,166478998.4 ,182339747.2 ,-119.82086991286633,-81.31433497406289  ,-38.50653493880344  ,2018-12-26,11326.27
197     ,7402.6  ,7415.92 ,7215.34 ,7215.34 ,175911472.0,-74.21      ,-1.02   ,7313.48  ,7416.515 ,7597.643 ,166756230.4 ,164420150.4 ,180242364.0 ,-131.74135687626767,-91.39973935450385  ,-40.34161752176382  ,2018-12-27,11326.27
198     ,7229.87 ,7282.5  ,7239.79 ,7174.9  ,155838080.0,24.45       ,0.34    ,7293.918 ,7377.529 ,7575.545 ,165959820.8 ,160166540.8 ,178683465.6 ,-137.62901638461608,-100.6455947605263  ,-36.983421624089786 ,2018-12-28,11326.27
199     ,7259.49 ,7266.47 ,7149.27 ,7136.95 ,146826480.0,-90.52      ,-1.25   ,7245.26  ,7333.191 ,7536.085 ,166718179.2 ,158960081.6 ,172734564.0 ,-147.89440185258627,-110.09535617893829 ,-37.79904567364798  ,2019-01-02,11326.27
200     ,7134.15 ,7217.83 ,7089.44 ,7081.83 ,173151168.0,-59.83      ,-0.84   ,7196.678 ,7289.103 ,7492.871 ,162250422.4 ,160765100.8 ,170204740.0 ,-159.02444001863023,-119.88117294687667 ,-39.143267071753556 ,2019-01-03,11326.27
201     ,7022.12 ,7284.84 ,7284.84 ,7011.33 ,231616896.0,195.4       ,2.76    ,7195.736 ,7275.718 ,7460.688 ,176668819.2 ,169393500.8 ,170566432.8 ,-150.3448466727259 ,-125.97390769204652 ,-24.370938980679384 ,2019-01-04,11326.27
202     ,7333.32 ,7409.38 ,7400.2  ,7303.46 ,248688848.0,115.36      ,1.58    ,7232.708 ,7273.094 ,7443.945 ,191224294.4 ,178990262.4 ,172580080.0 ,-132.62875676727162,-127.30487750709155 ,-5.323879260180078  ,2019-01-07,11326.27
203     ,7381.61 ,7412.19 ,7391.65 ,7361.41 ,229394000.0,-8.55       ,-0.12   ,7263.08  ,7278.499 ,7426.833 ,205935478.4 ,185947649.6 ,175704938.4 ,-117.9192418069606 ,-125.42775036706536 ,7.508508560104758   ,2019-01-08,11326.27
204     ,7425.64 ,7552.2  ,7447.93 ,7404.49 ,266767952.0,56.28       ,0.76    ,7322.812 ,7284.036 ,7417.987 ,229923772.8 ,198320976.0 ,180703042.4 ,-100.56131137586817,-120.45446256882592 ,19.893151192957745  ,2019-01-09,11326.27
205     ,7442.7  ,7491.69 ,7428.61 ,7415.28 ,227413632.0,-19.32      ,-0.26   ,7390.646 ,7293.662 ,7405.147 ,240776265.6 ,201513344.0 ,184095356.8 ,-87.35699196260884 ,-113.8349684475825  ,26.477976484973652  ,2019-01-10,11326.27
206     ,7441.18 ,7490.17 ,7474.01 ,7404.31 ,217105792.0,45.4        ,0.61    ,7428.48  ,7312.108 ,7393.947 ,237874044.8 ,207271432.0 ,186875215.2 ,-72.39455376746173 ,-105.54688551155834 ,33.152331744096614  ,2019-01-11,11326.27
207     ,7473.88 ,7488.36 ,7409.2  ,7394.96 ,215934768.0,-64.81      ,-0.87   ,7430.28  ,7331.494 ,7374.005 ,231323228.8 ,211273761.6 ,187846956.0 ,-65.01686511009666 ,-97.440881431266    ,32.42401632116935   ,2019-01-14,11326.27
208     ,7403.79 ,7549.66 ,7547.35 ,7386.15 ,223110384.0,138.15      ,1.86    ,7461.42  ,7362.25  ,7369.89  ,230066505.6 ,218000992.0 ,189083766.4 ,-47.47517895278634 ,-87.44774093557007  ,39.97256198278373   ,2019-01-15,11326.27
209     ,7545.35 ,7586.66 ,7540.45 ,7518.71 ,216076432.0,-6.9        ,-0.09   ,7479.924 ,7401.368 ,7367.28  ,219928201.6 ,224925987.2 ,191943034.4 ,-33.7410923172547  ,-76.706411211907    ,42.9653188946523    ,2019-01-16,11326.27
210     ,7534.04 ,7545.81 ,7470.36 ,7463.99 ,210238032.0,-70.09      ,-0.93   ,7488.274 ,7439.46  ,7364.282 ,216493081.6 ,228634673.6 ,194699887.2 ,-28.187479228821758,-67.00262481528995  ,38.81514558646819   ,2019-01-17,11326.27
211     ,7486.95 ,7584.76 ,7581.39 ,7479.66 ,220630816.0,111.03      ,1.49    ,7509.75  ,7469.115 ,7372.417 ,217198086.4 ,227536065.6 ,198464783.2 ,-14.658039011629626,-56.53370765455789  ,41.87566864292826   ,2019-01-18,11326.27
212     ,7591.19 ,7661.62 ,7626.24 ,7578.49 ,204896688.0,44.85       ,0.59    ,7553.158 ,7491.719 ,7382.407 ,214990470.4 ,223156849.6 ,201073556.0 ,-0.3132292800792129,-45.289611979662155 ,44.97638269958294   ,2019-01-21,11326.27
213     ,7615.8  ,7615.8  ,7516.79 ,7493.78 ,188464368.0,-109.45     ,-1.44   ,7547.046 ,7504.233 ,7391.366 ,208061267.2 ,219063886.4 ,202505768.0 ,2.198097196550407  ,-35.79207014441964  ,37.990167340970046  ,2019-01-22,11326.27
214     ,7493.07 ,7542.65 ,7523.77 ,7489.32 ,168488384.0,6.98        ,0.09    ,7543.71  ,7511.817 ,7397.927 ,198543657.6 ,209235929.6 ,203778452.8 ,4.697420251498443  ,-27.694172065236025 ,32.39159231673447   ,2019-01-23,11326.27
215     ,7537.5  ,7604.99 ,7573.52 ,7485.24 ,201968416.0,49.75       ,0.66    ,7564.342 ,7526.308 ,7409.985 ,196889734.4 ,206691408.0 ,204102376.0 ,10.570708454076339 ,-20.041195961373553 ,30.611904415449892  ,2019-01-24,11326.27
216     ,7581.29 ,7657.03 ,7595.45 ,7554.55 ,211919408.0,21.93       ,0.29    ,7567.154 ,7538.452 ,7425.28  ,195147452.8 ,206172769.6 ,206722100.8 ,16.8012253255647   ,-12.672711703985902 ,29.473937029550605  ,2019-01-25,11326.27
217     ,7641.29 ,7704.85 ,7589.58 ,7569.77 ,202423344.0,-5.87       ,-0.08   ,7559.822 ,7556.49  ,7443.992 ,194652784.0 ,204821627.2 ,208047694.4 ,21.02295534937457  ,-5.933578293313807  ,26.956533642688377  ,2019-01-28,11326.27
218     ,7575.43 ,7578.13 ,7551.3  ,7428.4  ,208909696.0,-38.28      ,-0.5    ,7566.724 ,7556.885 ,7459.568 ,198741849.6 ,203401558.4 ,210701275.2 ,21.037325534987758 ,-0.5393975276534935 ,21.57672306264125   ,2019-01-29,11326.27
219     ,7518.03 ,7580.22 ,7470.47 ,7470.36 ,163342144.0,-80.83      ,-1.07   ,7556.064 ,7549.887 ,7475.628 ,197712601.6 ,198128129.6 ,211527058.4 ,14.36086541790337  ,2.4406550614578792  ,11.92021035644549   ,2019-01-30,11326.27
220     ,7485.79 ,7552.56 ,7479.22 ,7428.86 ,206365248.0,8.75        ,0.12    ,7537.204 ,7550.773 ,7495.117 ,198591968.0 ,197740851.2 ,213187762.4 ,9.664369708872982  ,3.8853979909409     ,5.778971717932082   ,2019-01-31,11326.27
221     ,7524.67 ,7684.11 ,7684.0  ,7517.83 ,180990256.0,204.78      ,2.74    ,7554.914 ,7561.034 ,7515.075 ,192406137.6 ,193776795.2 ,210656430.4 ,22.21037028203864  ,7.550392449160448   ,14.659977832878191  ,2019-02-01,11326.27
222     ,7695.17 ,7922.54 ,7919.05 ,7695.17 ,211629264.0,235.05      ,3.06    ,7620.808 ,7590.315 ,7541.017 ,194247321.6 ,194450052.8 ,208803451.2 ,50.5371756281711   ,16.147749084962577  ,34.38942654320852   ,2019-02-11,11326.27
223     ,7915.06 ,8027.63 ,8010.07 ,7903.9  ,258799232.0,91.02       ,1.15    ,7712.562 ,7639.643 ,7571.938 ,204225228.8 ,201483539.2 ,210273712.8 ,79.41547411157171  ,28.801294090284404  ,50.61418002128731   ,2019-02-12,11326.27
224     ,8029.97 ,8191.98 ,8171.21 ,8016.78 ,318137984.0,161.14      ,2.01    ,7852.71  ,7704.387 ,7608.102 ,235184396.8 ,216448499.2 ,212842214.4 ,113.99037492778007 ,45.83911025778354   ,68.15126466999652   ,2019-02-13,11326.27
225     ,8182.32 ,8260.33 ,8219.96 ,8141.1  ,310200224.0,48.75       ,0.6     ,8000.858 ,7769.031 ,7647.67  ,255951392.0 ,227271680.0 ,216981544.0 ,143.66882571053247 ,65.40505334833333   ,78.26377236219915   ,2019-02-14,11326.27
226     ,8198.45 ,8223.64 ,8125.63 ,8117.51 ,307058592.0,-94.33      ,-1.15   ,8089.184 ,7822.049 ,7680.251 ,281165059.2 ,236785598.4 ,221479184.0 ,157.75902132994725 ,83.8758469446561    ,73.88317438529114   ,2019-02-15,11326.27
227     ,8187.89 ,8446.92 ,8446.92 ,8187.89 ,396701088.0,321.29      ,3.95    ,8194.758 ,7907.783 ,7732.137 ,318179424.0 ,256213372.8 ,230517500.0 ,192.6304962872673  ,105.62677681317834  ,87.00371947408897   ,2019-02-18,11326.27
228     ,8480.76 ,8537.35 ,8440.87 ,8350.86 ,437306240.0,-6.05       ,-0.07   ,8280.918 ,7996.74  ,7776.813 ,353880825.6 ,279053027.2 ,241227292.8 ,217.27361203687997 ,127.95614385791866  ,89.3174681789613    ,2019-02-19,11326.27
229     ,8443.98 ,8488.47 ,8473.43 ,8372.96 ,365676256.0,32.56       ,0.39    ,8341.362 ,8097.036 ,7823.462 ,363388480.0 ,299286438.4 ,248707284.0 ,236.70222281464612 ,149.70535964926415  ,86.99686316538197   ,2019-02-20,11326.27
230     ,8467.15 ,8619.62 ,8451.71 ,8416.17 ,431362368.0,-21.72      ,-0.26   ,8387.712 ,8194.285 ,7872.529 ,387620908.8 ,321786150.4 ,259763500.8 ,247.49395806429675 ,169.26307933227068  ,78.23087873202607   ,2019-02-21,11326.27
231     ,8431.56 ,8651.2  ,8651.2  ,8393.86 ,416850496.0,199.49      ,2.36    ,8492.826 ,8291.005 ,7926.02  ,409579289.6 ,345372174.4 ,269574484.8 ,269.04230952126727 ,189.21892537007     ,79.82338415119727   ,2019-02-22,11326.27
232     ,8804.97 ,9134.58 ,9134.58 ,8785.42 ,643916672.0,483.38      ,5.59    ,8630.358 ,8412.558 ,8001.437 ,459022406.4 ,388600915.2 ,291525484.0 ,321.4191397565428  ,215.65896824736456  ,105.76017150917824  ,2019-02-25,11326.27
233     ,9162.92 ,9276.45 ,9089.04 ,9036.75 ,689527168.0,-45.54      ,-0.5    ,8759.992 ,8520.455 ,8080.049 ,509466592.0 ,431673708.8 ,316578624.0 ,355.15940116872025 ,243.5590548316357   ,111.60034633708455  ,2019-02-26,11326.27
234     ,9062.97 ,9158.2  ,9005.77 ,8901.72 ,550387136.0,-83.27      ,-0.92   ,8866.46  ,8603.911 ,8154.149 ,546408768.0 ,454898624.0 ,335673561.6 ,370.9040572475633  ,269.02805531482124  ,101.87600193274204  ,2019-02-27,11326.27
235     ,9001.18 ,9097.4  ,9031.93 ,8970.65 ,421689440.0,26.16       ,0.29    ,8982.504 ,8685.108 ,8227.07  ,544474182.4 ,466047545.6 ,346659612.8 ,381.0996247481089  ,291.44236920147875  ,89.65725554663015   ,2019-02-28,11326.27
236     ,9111.96 ,9167.65 ,9167.65 ,9005.49 ,399959296.0,135.72      ,1.5     ,9085.794 ,8789.31  ,8305.68  ,541095942.4 ,475337616.0 ,356061607.2 ,395.5712559836029  ,312.2681465579036   ,83.30310942569929   ,2019-03-01,11326.27
237     ,9280.65 ,9567.15 ,9384.42 ,9260.73 ,606335360.0,216.77      ,2.37    ,9135.762 ,8883.06  ,8395.422 ,533579680.0 ,496301043.2 ,376257208.0 ,419.69368779507386 ,333.75325480533763  ,85.94043298973622   ,2019-03-04,11326.27
238     ,9366.77 ,9595.74 ,9595.74 ,9328.0  ,563487488.0,211.32      ,2.25    ,9237.102 ,8998.547 ,8497.644 ,508371744.0 ,508919168.0 ,393986097.6 ,450.6676308063961  ,357.1361300055493   ,93.5315008008468    ,2019-03-05,11326.27
239     ,9640.95 ,9707.92 ,9700.49 ,9518.71 ,692388096.0,104.75      ,1.09    ,9376.046 ,9121.253 ,8609.145 ,536771936.0 ,541590352.0 ,420438395.2 ,478.15527697416655 ,381.33995939927274  ,96.81531757489381   ,2019-03-06,11326.27
240     ,9685.3  ,9782.22 ,9678.11 ,9546.56 ,685512448.0,-22.38      ,-0.23   ,9505.282 ,9243.893 ,8719.089 ,589536537.6 ,567005360.0 ,444395755.2 ,492.4568199606074  ,403.5633315115397   ,88.89348844906772   ,2019-03-07,11326.27
241     ,9447.6  ,9726.3  ,9363.72 ,9346.73 ,709489792.0,-314.39     ,-3.25   ,9544.496 ,9315.145 ,8803.075 ,651442636.8 ,596269289.6 ,470820732.0 ,472.9701448649612  ,417.444694182224    ,55.52545068273719   ,2019-03-08,11326.27
242     ,9425.8  ,9704.33 ,9704.33 ,9370.38 ,558511360.0,340.61      ,3.64    ,9608.478 ,9372.12  ,8892.339 ,641877836.8 ,587728758.4 ,488164836.8 ,479.484001757377   ,429.8525556972546   ,49.63144606012236   ,2019-03-11,11326.27
243     ,9766.5  ,9928.2  ,9841.24 ,9683.07 ,663592448.0,136.91      ,1.41    ,9657.578 ,9447.34  ,8983.898 ,661898828.8 ,585135286.4 ,508404497.6 ,490.04484118297296 ,441.8910127943983   ,48.15382838857465   ,2019-03-12,11326.27
244     ,9828.15 ,9828.15 ,9592.06 ,9534.33 ,615964544.0,-249.18     ,-2.53   ,9635.892 ,9505.969 ,9054.94  ,646614118.4 ,591693027.2 ,523295825.6 ,472.8568396938208  ,448.0841781742828   ,24.77266151953802   ,2019-03-13,11326.27
245     ,9521.62 ,9620.46 ,9417.93 ,9323.06 ,482171904.0,-174.13     ,-1.81   ,9583.856 ,9544.569 ,9114.839 ,605946009.6 ,597741273.6 ,531894409.6 ,440.1110625761794  ,446.4895550546621   ,-6.378492478482713  ,2019-03-14,11326.27
246     ,9485.33 ,9650.54 ,9550.54 ,9452.91 ,422441792.0,132.61      ,1.41    ,9621.22  ,9582.858 ,9186.084 ,548536409.6 ,599989523.2 ,537663569.6 ,420.0186040073586  ,441.1953648452014   ,-21.176760837842835 ,2019-03-15,11326.27
247     ,9583.44 ,9843.43 ,9843.43 ,9510.66 ,439815296.0,292.89      ,3.07    ,9649.04  ,9628.759 ,9255.91  ,524797196.8 ,583337516.8 ,539819280.0 ,422.8545569348371  ,437.52720326312857  ,-14.672646328291478 ,2019-03-18,11326.27
248     ,9844.46 ,9908.17 ,9839.74 ,9774.75 ,431739488.0,-3.69       ,-0.04   ,9648.74  ,9653.159 ,9325.853 ,478426604.8 ,570162716.8 ,539540942.4 ,419.96324305254893 ,434.01441122101267  ,-14.051168168463732 ,2019-03-19,11326.27
249     ,9828.07 ,9848.77 ,9800.6  ,9642.67 ,451219904.0,-39.14      ,-0.4    ,9690.448 ,9663.17  ,9392.212 ,445477676.8 ,546045897.6 ,543818124.8 ,409.7897835373369  ,429.1694856842775   ,-19.379702146940588 ,2019-03-20,11281.216959187948
250     ,9808.74 ,9934.86 ,9869.8  ,9771.86 ,515936096.0,69.2        ,0.71    ,9780.822 ,9682.339 ,9463.116 ,452230515.2 ,529088262.4 ,548046811.2 ,402.66938325006413 ,423.8694651974348   ,-21.200081947370677 ,2019-03-21,11360.871287859232
251     ,9871.99 ,9891.83 ,9879.22 ,9692.25 ,467872480.0,9.42        ,0.1     ,9846.558 ,9733.889 ,9524.517 ,461316652.8 ,504926531.2 ,550597910.4 ,393.2533501674425  ,417.74624219143635  ,-24.492892023993875 ,2019-03-22,11360.871287859232
252     ,9705.02 ,9858.08 ,9701.7  ,9680.94 ,460806720.0,-177.52     ,-1.8    ,9818.212 ,9733.626 ,9552.873 ,465514937.6 ,495156067.2 ,541442412.8 ,367.23345700963546 ,407.6436851550762   ,-40.410228145440726 ,2019-03-25,11360.871287859232
253     ,9753.17 ,9780.08 ,9513.0  ,9487.1  ,448860544.0,-188.7      ,-1.95   ,9752.864 ,9700.802 ,9574.071 ,468939148.8 ,473682876.8 ,529409081.6 ,327.60951271779595 ,391.63685066762014  ,-64.02733794982419  ,2019-03-26,11360.871287859232
254     ,9582.03 ,9609.44 ,9609.44 ,9446.35 ,376919232.0,96.44       ,1.01    ,9714.632 ,9702.54  ,9604.255 ,454079014.4 ,449778345.6 ,520735686.4 ,300.52488955219087 ,373.41445844453426  ,-72.88956889234339  ,2019-03-27,11360.871287859232
255     ,9586.38 ,9695.52 ,9546.51 ,9537.61 ,365302240.0,-62.93      ,-0.66   ,9649.974 ,9715.398 ,9629.984 ,423952243.2 ,438091379.2 ,517916326.4 ,270.8599011511942  ,352.9035469858662   ,-82.04364583467202  ,2019-03-28,11360.871287859232
256     ,9556.3  ,9906.86 ,9906.86 ,9554.07 ,435504960.0,360.35      ,3.77    ,9655.502 ,9751.03  ,9666.944 ,417478739.2 ,439397696.0 ,519693609.6 ,273.2772475475522  ,336.9782870982034   ,-63.70103955065122  ,2019-03-29,11360.871287859232
257     ,9976.98 ,10277.55,10267.7 ,9976.98 ,539634752.0,360.84      ,3.64    ,9768.702 ,9793.457 ,9711.108 ,433244345.6 ,449379641.6 ,516358579.2 ,300.84186654700534 ,329.7510029879638   ,-28.909136440958434 ,2019-04-01,11360.871287859232
258     ,10314.79,10334.95,10260.36,10220.81,557057600.0,-7.34       ,-0.07   ,9918.174 ,9835.519 ,9744.339 ,454883756.8 ,461911452.8 ,516037084.8 ,318.42415360871746 ,327.4856331121145   ,-9.061479503397038  ,2019-04-02,11352.749820027791
259     ,10199.97,10350.57,10340.51,10166.67,491116576.0,80.15       ,0.78    ,10064.388,9889.51  ,9776.34  ,477723225.6 ,465901120.0 ,505973508.8 ,334.96441665013117 ,328.98138981971783  ,5.983026830413337   ,2019-04-03,11441.433150639506
260     ,10379.2 ,10453.5 ,10415.8 ,10309.53,514128416.0,75.29       ,0.73    ,10238.246,9944.11  ,9813.225 ,507488460.8 ,465720352.0 ,497404307.2 ,350.1120937720352  ,333.2075306101813   ,16.9045631618539    ,2019-04-04,11524.739051597162
261     ,10510.43,10541.18,10351.87,10226.25,544942080.0,-63.93      ,-0.61   ,10327.248,9991.375 ,9862.632 ,529375884.8 ,473427312.0 ,489176921.6 ,352.890221502621   ,337.14406878866924  ,15.746152713951744  ,2019-04-08,11454.002615839123
